the_geom,cartodb_id,fc_subsidy_id,end_date,start_date,obs_id,sub_subsidy_id,subsidy_id,agency_id,reac_date,reac_score,tenure,preservation,subsidized_units,project_name,sub_subsidy_name,subsidy_name,agency_name,program
,666303,7000000014546,20320101,20070101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666304,7000000014547,20300101,20150101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666305,7000000014553,20300101,20150101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666306,7000000014554,20300101,20150101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666307,7000000014567,20360101,20110101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666308,7000000014568,20330101,20180101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666309,7000000014572,20360101,20110101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666310,7000000014573,20360101,20110101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666311,7000000014576,20330101,20180101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666312,7000000014587,20330101,20180101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666313,7000000014590,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666314,7000000014591,20270101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666315,7000000014592,20270101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666316,7000000014599,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666317,7000000014600,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666318,7000000014601,20310101,20060101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666319,7000000014602,20250101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666320,7000000014606,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666321,7000000012487,20270101,20130101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666322,7000000012488,20290101,20150101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666323,7000000012489,20500101,20060101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666324,7000000012491,20280101,20140101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666325,7000000012492,20320101,20180101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666326,7000000012493,20490101,20050101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666327,7000000012494,20500101,20060101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666328,7000000012495,20420101,20170101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666329,7000000012499,20280101,20130101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666330,7000000012501,20300101,20160101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666331,7000000012503,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666332,7000000012504,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666333,7000000012505,20500101,20060101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666334,7000000012506,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666335,7000000012507,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666336,7000000012508,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666337,7000000012509,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666338,7000000012510,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666339,7000000012511,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666340,7000000012512,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666341,7000000012514,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666342,7000000012516,20320101,20180101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666343,7000000012517,20230101,20090101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666344,7000000012520,20370101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666345,7000000012521,20390101,20140101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666346,7000000012522,20300101,20160101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666347,7000000012523,20280101,20130101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666348,7000000012524,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666349,7000000012525,20280101,20130101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666350,7000000012526,20310101,20060101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666351,7000000012527,20280101,20130101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666352,7000000012530,20370101,20030101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666353,7000000012531,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666354,7000000012532,20280101,20130101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666355,7000000012533,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666356,7000000012534,20320101,20180101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666357,7000000012535,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666358,7000000012539,20370101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666359,7000000012540,20370101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666360,7000000012555,20500101,20060101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666361,7000000012556,20310101,20170101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666362,7000000012558,20300101,20160101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666363,7000000012559,20500101,20060101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666364,7000000012560,20370101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666365,7000000012561,20270101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666366,7000000012562,20440101,20190101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666367,7000000012563,20440101,20000101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666368,7000000012564,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666369,7000000012565,20330101,20080101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666370,7000000012566,20330101,20190101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666371,7000000012567,20310101,20170101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666372,7000000012568,20520101,20080101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666373,7000000012569,20580101,20140101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666374,7000000012570,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666375,7000000012571,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666376,7000000012572,20320101,20070101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666377,7000000012573,20320101,20070101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666378,7000000012574,20320101,20070101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666379,7000000012575,20320101,20070101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666380,7000000012576,20360101,20110101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666381,7000000012577,20450101,20200101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666382,7000000012578,20430101,20180101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666383,7000000012581,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666384,7000000012582,20310101,20170101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666385,7000000012583,20500101,20060101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666386,7000000012584,20320101,20180101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666387,7000000012585,20430101,20180101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666388,7000000012590,20420101,20170101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666389,7000000012591,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666390,7000000012592,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666391,7000000012593,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666392,7000000012594,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666393,7000000012595,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666394,7000000012596,20560101,20120101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666395,7000000012597,20450101,20200101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666396,7000000012598,20450101,20200101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666397,7000000012599,20320101,20180101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666398,7000000012600,20220101,20070101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666399,7000000012601,20220101,20070101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666400,7000000012602,20220101,20070101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666401,7000000012603,20220101,20070101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666402,7000000012604,20530101,20090101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666403,7000000012606,20320101,20180101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666404,7000000012607,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666405,7000000012609,20500101,20060101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666406,7000000012610,20330101,20190101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666407,7000000012611,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666408,7000000012615,20360101,20110101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666409,7000000012616,20360101,20110101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666410,7000000012618,20290101,20150101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666411,7000000012619,20270101,19930101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666412,7000000012620,20280101,19940101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666413,7000000012621,20270101,19930101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666414,7000000012622,20270101,19930101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666415,7000000012623,20270101,19930101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666416,7000000012624,20300101,20160101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666417,7000000012625,20540101,20100101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666418,7000000012626,20540101,20100101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666419,7000000012627,20540101,20100101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666420,7000000012628,20540101,20100101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666421,7000000012629,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666422,7000000012630,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666423,7000000012631,20240101,19900101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666424,7000000012634,20470101,20030101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666425,7000000012635,20440101,20000101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666426,7000000012636,20320101,20180101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666427,7000000012638,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666428,7000000012643,20360101,20110101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666429,7000000012644,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666430,7000000012645,20400101,20150101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666431,7000000012646,20310101,20170101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666432,7000000012648,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666433,7000000012649,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666434,7000000012650,20310101,20170101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666435,7000000012651,20330101,20080101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666436,7000000012652,20330101,20080101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666437,7000000012653,20220101,19970101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666438,7000000012654,20310101,20170101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666439,7000000012655,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666440,7000000012656,20320101,20180101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666441,7000000012657,20330101,20080101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666442,7000000012658,20250101,19910101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666443,7000000012659,20290101,19950101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666444,7000000012661,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666445,7000000012665,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666446,7000000012666,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666447,7000000012667,20300101,20160101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666448,7000000012668,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666449,7000000012672,20330101,20190101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666450,7000000012673,20320101,20180101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666451,7000000012674,20310101,20170101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666452,7000000012675,20350101,20010101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666453,7000000012682,20580101,20140101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666454,7000000012683,20340101,20200101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666455,7000000012684,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666456,7000000012688,20330101,20190101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666457,7000000012690,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666458,7000000012691,20420101,20170101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666459,7000000012692,20410101,20160101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666460,7000000012693,20410101,20160101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666461,7000000012694,20370101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666462,7000000012699,20310101,20170101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666463,7000000012709,20420101,20170101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666464,7000000012711,20430101,20180101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666465,7000000012712,20250101,20110101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666466,7000000012719,20290101,20150101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666467,7000000012721,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666468,7000000012722,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666469,7000000012723,20270101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666470,7000000012727,20370101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666471,7000000012728,20370101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666472,7000000012729,20370101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666473,7000000012730,20330101,20190101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666474,7000000012731,20330101,20190101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666475,7000000012734,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666476,7000000012735,20610101,20170101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666477,7000000012736,20540101,20100101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666478,7000000012737,20540101,20100101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666479,7000000012738,20290101,19950101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666480,7000000012739,20600101,20160101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666481,7000000012740,20600101,20160101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666482,7000000012741,20600101,20160101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666483,7000000012742,20600101,20160101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666484,7000000012743,20230101,19890101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666485,7000000012756,20290101,19950101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666486,7000000012757,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666487,7000000012758,20420101,19980101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666488,7000000012759,20420101,19980101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666489,7000000012760,20260101,19920101,,,,,,,,Preservation,,,J-51 Tax Incentive,Property Tax Incentives,NYC Department of Finance,false
,666490,7000000012761,20500101,20060101,,,,,,,,,,,420-c Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666491,7000000014607,20360101,20110101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666492,7000000014617,20280101,20130101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666493,7000000014618,20280101,20130101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666494,7000000014621,20310101,20060101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666495,7000000014622,20310101,20060101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666496,7000000014625,20270101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666497,7000000014626,20270101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666498,7000000014628,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666499,7000000014630,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666500,7000000014631,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666501,7000000014632,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666502,7000000014633,20310101,20060101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666503,7000000014634,20310101,20060101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666504,7000000014643,20330101,20080101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666505,7000000014644,20340101,20190101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666506,7000000014646,20370101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666507,7000000014648,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666508,7000000014650,20340101,20090101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666509,7000000014654,20350101,20100101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666510,7000000014666,20270101,20120101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666511,7000000014667,20320101,20170101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
,666512,7000000014668,20330101,20080101,,,,,,,,New Construction,,,421-a Tax Incentive Program,Property Tax Incentives,NYC Department of Finance,false
